Image,Source,Type,CX,CY,X_min,Y_min,W,H,Area
30.tif,Total,black,359,539,286,491,119,84,5002.5
30.tif,Total,black,86,245,36,198,90,97,3768.0
30.tif,Total,black,14,187,0,130,42,102,2387.5
30.tif,Total,black,459,219,435,201,48,38,1312.0
186.tif,Total,black,403,158,387,140,33,35,789.5
186.tif,Total,black,205,17,186,0,41,37,1134.0
186.tif,Total,black,94,191,77,173,33,39,913.5
186.tif,Total,black,25,492,0,452,51,85,2726.0
186.tif,Total,black,152,558,129,533,60,42,1322.5
186.tif,Total,black,364,123,348,104,38,37,861.0
186.tif,Total,black,506,19,488,0,32,45,980.0
186.tif,Total,black,35,364,20,345,29,38,755.5
186.tif,Total,black,287,364,258,317,61,104,3591.5
186.tif,Total,black,487,440,456,416,69,47,2064.5
186.tif,Total,white,144,264,128,237,30,54,1130.0
186.tif,Total,white,497,282,484,264,27,38,749.0
186.tif,Total,white,314,476,299,452,31,49,1071.5
186.tif,Total,white,273,510,258,488,29,46,1037.0
186.tif,Total,white,226,164,209,152,33,25,624.0
186.tif,Total,white,268,97,250,80,41,31,784.5
186.tif,Total,white,168,534,155,514,27,38,593.0
186.tif,Total,white,552,430,530,408,38,45,968.5
186.tif,Total,white,536,418,517,401,38,39,923.5
169.tif,Total,white,457,485,446,474,23,23,386.5
169.tif,Total,white,457,485,446,474,23,23,382.5
169.tif,Total,white,365,404,354,393,24,23,388.0
169.tif,Total,white,376,523,351,501,48,53,1458.0
169.tif,Total,white,502,276,491,263,24,28,447.0
169.tif,Total,white,448,291,436,280,25,22,411.0
169.tif,Total,white,48,279,35,262,25,34,616.0
169.tif,Total,white,38,199,29,189,18,21,276.5
169.tif,Total,white,567,50,556,20,19,64,924.5
169.tif,Total,white,418,163,400,133,32,55,1230.0
169.tif,Total,white,328,194,312,178,34,32,588.0
169.tif,Total,black,204,440,186,426,37,29,774.5
169.tif,Total,black,110,563,88,547,45,28,900.5
169.tif,Total,black,182,564,164,548,34,27,701.0
169.tif,Total,black,315,513,295,473,37,83,1965.0
169.tif,Total,black,357,14,331,0,51,32,1035.5
169.tif,Total,black,370,78,348,57,45,40,1052.0
169.tif,Total,black,277,287,241,264,65,48,1383.0
169.tif,Total,black,570,498,563,474,12,52,365.0
169.tif,Total,black,176,179,149,155,56,49,1793.5
31.tif,Total,white,548,203,528,187,39,34,900.5
31.tif,Total,white,463,98,447,74,35,46,968.5
31.tif,Total,white,250,274,224,255,51,40,1084.0
31.tif,Total,white,520,462,510,451,20,23,365.0
31.tif,Total,white,411,566,400,556,24,19,347.5
31.tif,Total,white,227,20,217,9,20,22,310.0
31.tif,Total,white,115,76,98,53,33,41,742.5
31.tif,Total,white,357,394,346,381,24,26,423.0
31.tif,Total,white,447,266,439,253,20,26,359.5
31.tif,Total,white,415,250,400,236,32,29,654.0
31.tif,Total,white,79,510,69,498,22,27,444.5
31.tif,Total,white,128,558,109,539,38,36,560.0
31.tif,Total,white,128,404,122,395,14,18,193.0
31.tif,Total,white,112,260,103,238,20,45,671.0
31.tif,Total,white,364,477,344,460,43,34,906.0
31.tif,Total,black,190,147,176,124,31,49,1069.5
31.tif,Total,black,285,11,262,0,43,25,663.0
31.tif,Total,black,144,55,133,42,21,28,447.5
31.tif,Total,black,211,561,197,547,28,28,595.5
31.tif,Total,black,10,541,0,527,25,31,578.5
31.tif,Total,black,308,282,295,267,26,32,578.5
31.tif,Total,black,180,32,168,20,23,28,419.0
31.tif,Total,black,72,271,59,259,25,27,426.0
31.tif,Total,black,372,152,363,143,17,20,251.0
240.tif,Total,black,172,251,151,228,40,46,1275.5
240.tif,Total,black,420,368,407,352,26,33,701.0
240.tif,Total,black,508,104,490,77,38,53,1476.5
240.tif,Total,black,314,23,294,0,37,45,1100.5
240.tif,Total,black,357,47,335,23,45,46,1261.5
240.tif,Total,black,314,354,295,341,36,25,640.5
240.tif,Total,white,279,525,240,470,72,105,3588.5
240.tif,Total,white,562,362,546,342,29,39,839.0
240.tif,Total,white,285,215,263,183,50,59,2165.5
240.tif,Total,black,518,253,502,235,37,38,838.5
240.tif,Total,black,30,442,0,424,56,41,1084.5
240.tif,Total,black,243,335,228,311,31,48,1145.5
240.tif,Total,black,295,390,286,379,20,23,291.5
240.tif,Total,black,198,18,175,2,44,32,639.0
305.tif,Total,black,527,424,507,394,40,68,2112.0
305.tif,Total,black,167,30,136,0,74,77,2523.5
305.tif,Total,black,545,106,502,74,73,69,2626.0
305.tif,Total,black,385,160,358,145,52,30,1046.5
305.tif,Total,black,77,173,66,157,24,34,599.0
305.tif,Total,black,129,492,105,470,51,45,1255.5
305.tif,Total,white,234,142,216,87,43,109,2315.0
305.tif,Total,white,428,404,407,387,47,36,1170.0
305.tif,Total,black,225,379,216,371,18,17,207.0
89.tif,Total,black,435,293,412,254,45,81,3063.5
89.tif,Total,black,322,419,290,384,52,74,2215.0
89.tif,Total,black,163,171,138,149,48,45,1327.0
89.tif,Total,black,92,264,75,236,33,59,1398.0
89.tif,Total,black,305,214,287,189,34,49,1184.0
89.tif,Total,white,286,299,255,272,64,52,2359.5
89.tif,Total,white,59,447,29,398,83,104,4755.5
89.tif,Total,black,446,123,422,87,44,66,1841.5
66.tif,Total,white,212,164,202,152,22,26,452.0
66.tif,Total,white,488,451,478,438,19,27,387.0
66.tif,Total,white,563,415,555,404,18,25,355.5
66.tif,Total,white,513,511,502,503,21,17,270.0
66.tif,Total,white,315,38,304,31,21,15,249.0
66.tif,Total,white,230,353,223,346,17,16,218.5
66.tif,Total,white,408,258,401,250,15,18,202.5
66.tif,Total,white,435,169,429,162,14,16,175.5
217.tif,Total,white,55,222,39,205,35,32,810.0
217.tif,Total,white,397,124,379,106,40,35,1027.0
217.tif,Total,white,45,385,24,355,45,64,1341.5
217.tif,Total,white,420,441,403,423,33,34,761.0
217.tif,Total,white,394,508,380,482,38,55,1227.5
217.tif,Total,white,244,568,224,558,40,17,419.0
217.tif,Total,white,210,162,199,143,23,41,479.5
217.tif,Total,white,194,21,176,2,37,37,953.5
217.tif,Total,white,212,80,199,65,28,31,560.0
217.tif,Total,white,260,417,251,404,19,26,299.5
217.tif,Total,white,181,561,160,546,42,29,1010.5
217.tif,Total,black,181,282,170,266,25,34,604.0
217.tif,Total,black,149,448,129,435,39,28,851.5
217.tif,Total,black,239,441,228,430,25,21,417.5
217.tif,Total,black,322,435,309,421,26,27,497.0
217.tif,Total,black,393,397,380,384,26,27,524.5
217.tif,Total,black,565,125,551,65,24,121,2053.5
217.tif,Total,black,130,566,102,553,54,22,823.0
217.tif,Total,black,514,442,498,417,36,49,1009.0
217.tif,Total,black,410,348,390,325,35,42,884.0
217.tif,Total,black,165,231,137,200,55,59,2174.5
352.tif,Total,white,287,199,272,186,31,27,620.0
352.tif,Total,white,304,121,284,106,38,30,886.5
352.tif,Total,white,247,76,234,61,27,30,618.0
352.tif,Total,white,338,59,323,48,30,23,498.0
352.tif,Total,white,432,261,416,241,34,37,894.0
352.tif,Total,white,398,225,384,214,28,22,482.0
352.tif,Total,white,507,211,494,192,28,37,838.5
352.tif,Total,white,312,370,293,347,44,44,1229.0
352.tif,Total,white,72,274,59,262,26,25,492.5
352.tif,Total,white,254,46,235,5,37,85,1772.5
352.tif,Total,white,372,6,360,0,29,16,339.0
352.tif,Total,white,320,319,305,303,31,33,704.0
352.tif,Total,black,243,182,223,165,40,36,994.0
352.tif,Total,black,135,270,121,254,29,33,737.0
352.tif,Total,black,214,224,200,205,31,42,945.5
352.tif,Total,black,245,373,210,345,66,62,2811.0
352.tif,Total,black,551,368,525,336,50,64,2528.5
352.tif,Total,black,115,118,91,103,48,33,1087.5
352.tif,Total,black,463,202,443,182,41,41,1232.5
352.tif,Total,black,400,168,375,147,50,42,1534.5
352.tif,Total,black,238,456,220,433,38,51,1412.5
352.tif,Total,black,73,395,55,364,37,61,1528.5
352.tif,Total,black,228,533,209,519,41,28,842.0
352.tif,Total,black,355,209,340,192,31,34,709.5
352.tif,Total,black,144,69,110,38,77,59,3180.0
128.tif,Total,black,528,306,464,200,111,214,9631.0
128.tif,Total,black,555,543,527,497,48,78,2614.5
128.tif,Total,black,55,327,33,290,45,82,2536.5
128.tif,Total,white,428,531,385,482,87,93,5622.5
128.tif,Total,white,161,252,150,239,24,28,478.5
128.tif,Total,white,138,125,128,112,24,29,353.0
128.tif,Total,white,146,88,139,78,15,22,165.0
70.tif,Total,white,18,31,7,16,23,30,538.0
70.tif,Total,white,246,246,233,231,28,30,591.0
70.tif,Total,white,451,387,446,382,11,11,99.5
70.tif,Total,white,181,370,177,366,8,9,61.5
70.tif,Total,white,105,534,102,531,7,8,48.0
70.tif,Total,white,392,67,388,62,9,11,75.0
70.tif,Total,white,387,204,384,201,6,7,36.0
70.tif,Total,black,352,475,316,439,69,78,3735.0
70.tif,Total,black,567,228,556,204,19,44,494.0
70.tif,Total,black,59,211,2,157,99,110,3230.5
70.tif,Total,black,488,175,456,137,64,81,2943.5
70.tif,Total,white,413,171,405,158,19,26,327.5
201.tif,Total,white,135,339,127,332,15,18,188.5
201.tif,Total,white,79,175,67,159,24,32,538.0
201.tif,Total,white,437,219,417,187,44,56,1310.0
201.tif,Total,white,307,309,299,296,17,22,247.0
201.tif,Total,black,236,379,216,359,36,43,1058.5
201.tif,Total,black,135,551,126,539,17,24,328.5
201.tif,Total,black,253,568,241,559,23,16,251.0
201.tif,Total,black,344,229,329,200,30,55,1002.0
201.tif,Total,black,442,356,433,346,18,20,281.0
344.tif,Total,black,187,387,148,350,85,77,4421.0
344.tif,Total,black,507,281,479,254,55,56,2108.5
344.tif,Total,black,250,180,222,156,51,44,1242.0
344.tif,Total,white,337,293,319,267,38,51,1393.0
344.tif,Total,white,286,130,263,82,47,87,2604.5
344.tif,Total,white,166,86,150,57,34,57,1198.0
344.tif,Total,black,14,277,0,195,34,187,4333.5
344.tif,Total,black,569,242,561,221,14,43,397.5
190.tif,Total,black,260,448,245,426,30,45,956.0
190.tif,Total,black,407,432,390,417,33,30,747.0
190.tif,Total,black,362,469,344,453,38,34,942.0
190.tif,Total,black,296,547,275,520,43,50,1311.5
190.tif,Total,black,181,401,164,372,33,55,1236.5
190.tif,Total,black,322,282,302,221,38,105,2201.5
190.tif,Total,black,370,34,344,6,49,62,2072.0
190.tif,Total,black,553,495,523,457,52,94,2246.5
190.tif,Total,black,430,272,419,254,24,39,633.5
190.tif,Total,white,456,146,444,131,24,33,600.0
190.tif,Total,white,511,255,502,234,20,44,712.5
190.tif,Total,white,137,441,122,427,29,27,554.5
190.tif,Total,white,180,463,167,448,26,30,572.0
190.tif,Total,white,417,539,400,516,37,47,1193.0
190.tif,Total,white,18,415,0,399,39,34,1113.5
190.tif,Total,white,40,304,12,277,62,56,2345.5
190.tif,Total,white,220,235,210,221,22,30,489.5
190.tif,Total,white,307,394,293,375,33,38,898.5
190.tif,Total,black,120,295,97,273,47,45,1432.5
190.tif,Total,black,275,117,244,83,60,67,2134.0
190.tif,Total,black,95,402,64,381,69,46,1955.5
190.tif,Total,black,181,6,167,0,30,16,286.0
190.tif,Total,black,531,117,515,93,32,50,1234.5
27.tif,Total,white,265,204,228,185,89,41,2244.0
27.tif,Total,black,183,123,166,101,35,41,975.5
27.tif,Total,black,564,409,552,392,23,34,628.0
27.tif,Total,black,377,517,365,506,25,24,443.5
27.tif,Total,black,203,431,174,398,54,66,2120.5
27.tif,Total,black,270,14,246,0,50,34,1172.5
27.tif,Total,white,16,127,5,116,23,23,341.5
27.tif,Total,white,372,240,367,230,12,19,172.0
27.tif,Total,white,499,556,485,536,29,39,697.0
27.tif,Total,white,194,567,180,557,27,18,359.0
27.tif,Total,white,169,544,120,508,86,67,3127.5
256.tif,Total,black,385,503,366,471,37,65,1659.5
256.tif,Total,black,101,171,82,119,41,111,3071.5
256.tif,Total,black,102,27,88,0,31,62,1374.0
256.tif,Total,black,216,104,200,75,32,62,1326.5
256.tif,Total,white,296,310,282,288,28,43,926.5
256.tif,Total,white,139,422,123,398,32,50,1106.5
256.tif,Total,white,268,229,257,211,23,37,644.0
256.tif,Total,white,525,321,515,295,22,48,738.0
256.tif,Total,white,507,209,495,191,25,40,788.0
256.tif,Total,white,443,554,429,527,29,48,1091.5
313.tif,Total,white,38,323,0,302,78,46,1857.0
313.tif,Total,white,267,470,159,440,260,55,5034.0
313.tif,Total,black,542,14,483,0,92,38,2073.0
313.tif,Total,black,330,164,273,129,112,73,5668.0
104.tif,Total,white,231,310,209,292,45,35,837.0
104.tif,Total,white,504,489,491,480,27,17,339.5
104.tif,Total,white,502,423,478,413,50,22,734.5
104.tif,Total,white,67,501,54,494,27,16,310.0
104.tif,Total,white,102,491,88,482,27,22,331.5
104.tif,Total,black,331,360,312,343,42,36,969.0
104.tif,Total,black,300,89,273,79,49,22,715.0
104.tif,Total,black,130,297,101,273,59,46,1993.0
104.tif,Total,black,566,421,553,407,22,28,423.5
104.tif,Total,black,561,387,545,376,30,21,497.5
104.tif,Total,black,345,229,309,221,71,18,862.5
104.tif,Total,white,88,406,69,391,36,30,803.0
104.tif,Total,white,404,399,396,396,18,8,110.5
368.tif,Total,white,448,301,409,278,80,43,1832.5
368.tif,Total,white,252,285,218,266,68,39,1728.5
368.tif,Total,white,442,394,424,381,41,27,596.5
368.tif,Total,white,118,432,83,398,82,65,2792.0
368.tif,Total,white,128,236,105,211,48,47,1312.0
368.tif,Total,white,225,55,195,29,65,53,2345.5
368.tif,Total,white,298,22,244,0,100,58,4031.5
368.tif,Total,white,423,168,402,157,41,21,583.0
368.tif,Total,white,431,230,416,219,30,22,513.0
368.tif,Total,black,408,492,336,443,154,90,5785.5
368.tif,Total,black,21,495,1,481,41,30,735.5
368.tif,Total,black,243,392,210,374,63,35,1213.0
368.tif,Total,black,112,58,57,0,100,132,7069.5
368.tif,Total,black,543,298,522,283,41,30,832.5
368.tif,Total,black,565,158,550,140,25,47,722.5
368.tif,Total,black,80,286,37,236,87,94,4459.0
387.tif,Total,white,102,238,93,230,18,19,249.0
387.tif,Total,white,243,228,221,209,46,38,1323.0
387.tif,Total,white,335,41,324,29,25,27,488.5
387.tif,Total,white,328,137,309,122,34,30,670.5
387.tif,Total,white,341,313,328,302,28,24,394.5
387.tif,Total,white,205,451,188,440,37,22,608.5
387.tif,Total,black,561,421,546,390,29,61,1431.5
387.tif,Total,black,556,12,537,0,37,33,796.0
387.tif,Total,black,475,285,452,221,44,121,3169.5
387.tif,Total,black,29,357,0,309,71,87,3032.5
387.tif,Total,black,381,564,363,550,35,25,649.0
387.tif,Total,black,162,522,114,464,99,111,3472.0
387.tif,Total,white,565,251,552,237,23,35,548.0
387.tif,Total,white,304,464,294,457,21,15,227.5
387.tif,Total,white,348,428,323,413,46,27,640.0
153.tif,Total,black,566,221,546,137,29,163,2259.0
153.tif,Total,black,561,474,540,374,35,201,4953.5
153.tif,Total,white,381,159,338,145,87,29,1256.0
295.tif,Total,black,411,555,382,534,56,41,1787.0
295.tif,Total,white,253,117,236,109,38,17,435.5
295.tif,Total,white,298,213,276,203,45,22,631.5
295.tif,Total,white,75,446,59,436,33,20,393.5
295.tif,Total,white,337,394,324,388,28,14,274.5
295.tif,Total,white,483,236,462,220,39,31,870.0
295.tif,Total,black,13,117,0,83,34,76,1722.5
295.tif,Total,white,128,335,122,330,14,9,92.5
295.tif,Total,white,402,270,374,261,51,19,642.0
295.tif,Total,black,420,205,410,194,28,20,309.0
145.tif,Total,white,162,242,145,200,42,81,1816.0
145.tif,Total,black,18,218,0,180,38,83,2177.0
145.tif,Total,black,430,508,412,496,39,30,668.0
145.tif,Total,black,287,224,265,197,44,59,1655.0
145.tif,Total,black,194,494,178,485,29,19,269.5
145.tif,Total,white,556,133,540,104,33,59,951.0
329.tif,Total,white,57,503,40,488,36,31,832.5
329.tif,Total,white,335,152,295,113,82,77,3677.0
329.tif,Total,white,214,451,178,409,68,80,3654.5
329.tif,Total,black,91,447,65,417,52,62,2021.5
329.tif,Total,black,348,378,326,349,45,62,1943.5
329.tif,Total,black,494,294,471,237,48,110,3224.5
329.tif,Total,black,163,120,131,84,68,75,2692.5
329.tif,Total,black,331,86,300,52,60,67,2100.5
329.tif,Total,black,219,528,192,506,53,47,1480.5
329.tif,Total,black,254,15,227,0,49,38,1256.0
283.tif,Total,white,11,284,0,259,29,60,1130.5
283.tif,Total,white,351,83,335,71,34,24,582.5
283.tif,Total,white,245,232,230,222,32,22,484.5
283.tif,Total,white,183,312,166,301,35,24,589.5
283.tif,Total,white,125,159,111,150,30,20,438.0
283.tif,Total,black,255,136,232,124,47,23,746.5
283.tif,Total,black,504,127,476,97,53,57,1314.0
283.tif,Total,black,315,265,283,237,60,55,1541.5
283.tif,Total,black,100,94,74,71,46,44,1139.0
283.tif,Total,black,170,22,142,0,53,42,1270.0
283.tif,Total,black,374,505,348,480,55,51,1257.0
283.tif,Total,black,26,36,0,0,56,79,3034.0
283.tif,Total,black,347,337,309,298,62,65,1170.5
112.tif,Total,white,415,285,396,262,39,46,1328.5
112.tif,Total,white,362,101,326,81,65,46,1943.0
112.tif,Total,black,244,397,164,371,189,54,6915.0
112.tif,Total,white,31,402,3,379,62,46,2099.5
112.tif,Total,black,525,283,464,258,111,61,4523.5
391.tif,Total,black,215,294,183,267,65,55,2534.5
391.tif,Total,black,443,486,359,429,158,106,6037.5
391.tif,Total,black,58,441,0,343,137,176,9746.5
391.tif,Total,white,239,456,196,404,110,104,5659.5
391.tif,Total,black,213,552,142,521,116,54,3771.0
309.tif,Total,black,317,113,259,45,133,121,9167.0
309.tif,Total,black,288,498,259,445,57,109,4085.5
309.tif,Total,white,503,159,478,121,51,68,2436.0
309.tif,Total,white,479,304,469,253,20,92,877.5
165.tif,Total,black,346,107,294,75,109,64,3786.5
165.tif,Total,black,35,318,11,283,50,67,2106.0
165.tif,Total,black,348,283,318,264,58,39,1537.0
165.tif,Total,black,533,192,480,132,95,109,4892.5
165.tif,Total,black,276,565,259,553,31,22,492.0
165.tif,Total,black,391,536,366,524,54,30,1168.5
165.tif,Total,black,532,560,506,542,49,33,932.5
165.tif,Total,black,305,181,281,167,58,35,1284.0
165.tif,Total,black,116,376,78,347,81,64,2505.0
165.tif,Total,black,60,533,38,488,56,87,3118.0
165.tif,Total,white,197,275,162,250,67,51,2196.5
165.tif,Total,white,126,78,107,56,39,49,1150.0
165.tif,Total,white,480,181,454,160,52,43,1425.5
165.tif,Total,white,554,110,529,89,46,40,1285.0
165.tif,Total,white,194,537,166,515,56,49,1822.0
165.tif,Total,white,10,542,0,517,25,51,1019.0
1.tif,Total,white,565,310,554,293,21,39,634.0
1.tif,Total,white,362,428,351,415,22,26,432.5
1.tif,Total,white,106,16,89,0,41,42,1087.5
1.tif,Total,black,250,337,237,323,27,29,553.5
1.tif,Total,black,96,308,82,283,32,50,1116.0
1.tif,Total,black,258,558,237,533,53,42,1333.5
1.tif,Total,black,567,212,557,165,18,105,1421.5
1.tif,Total,black,28,31,1,4,63,58,2820.5
85.tif,Total,white,360,184,320,138,78,105,4512.0
85.tif,Total,white,564,390,551,367,24,49,914.5
85.tif,Total,white,77,69,61,50,33,38,984.0
85.tif,Total,white,405,102,377,43,64,123,4768.5
85.tif,Total,white,472,422,453,390,40,66,2121.5
85.tif,Total,black,335,349,322,317,29,59,1094.5
85.tif,Total,black,200,361,168,286,63,139,3080.5
85.tif,Total,black,255,523,212,470,80,104,4030.5
85.tif,Total,black,133,47,100,2,64,87,3023.0
85.tif,Total,black,23,313,0,272,49,74,1788.0
85.tif,Total,black,519,418,480,338,72,149,5264.5
132.tif,Total,white,248,307,174,280,158,52,3735.0
132.tif,Total,white,538,99,504,84,71,21,420.5
132.tif,Total,white,162,120,133,112,64,15,573.0
132.tif,Total,black,430,274,362,245,142,51,3491.5
132.tif,Total,black,403,96,294,78,209,33,3534.0
132.tif,Total,black,293,550,188,522,209,47,4640.0
132.tif,Total,black,51,294,12,280,79,36,1417.0
348.tif,Total,black,25,242,0,182,60,103,4368.0
348.tif,Total,black,183,263,165,214,37,100,2729.0
348.tif,Total,black,128,81,114,50,33,61,1340.5
348.tif,Total,black,323,420,296,389,53,68,2263.0
348.tif,Total,black,208,401,187,378,40,51,1456.0
348.tif,Total,black,498,415,475,380,46,72,2174.0
348.tif,Total,black,282,523,254,491,56,69,2276.5
348.tif,Total,black,567,298,556,272,19,60,753.5
348.tif,Total,black,541,137,523,95,34,73,1433.5
348.tif,Total,black,523,14,506,0,32,35,834.0
348.tif,Total,white,421,131,405,92,31,82,1532.5
348.tif,Total,white,321,224,310,200,24,48,895.0
348.tif,Total,white,191,119,167,92,50,58,1958.5
348.tif,Total,white,223,40,190,16,64,54,1680.5
348.tif,Total,white,27,522,0,461,65,114,5325.5
348.tif,Total,white,524,555,505,533,36,42,1149.0
348.tif,Total,white,54,81,39,59,32,45,875.5
93.tif,Total,black,199,538,130,484,163,91,7405.0
93.tif,Total,black,558,501,534,477,40,65,1543.0
93.tif,Total,black,197,396,163,305,87,155,7276.0
93.tif,Total,white,354,529,297,496,100,75,3619.5
93.tif,Total,white,131,474,115,462,33,24,463.5
93.tif,Total,white,37,394,2,283,87,178,7721.0
93.tif,Total,white,207,496,192,484,35,24,563.5
124.tif,Total,white,501,233,482,197,39,76,1783.0
124.tif,Total,white,80,450,62,424,41,55,1653.5
124.tif,Total,white,387,479,369,448,39,63,1564.5
124.tif,Total,white,563,60,545,39,30,40,748.5
173.tif,Total,white,341,336,301,291,74,85,3675.5
173.tif,Total,white,282,530,241,488,77,87,4250.0
173.tif,Total,black,558,389,533,344,42,84,2275.5
173.tif,Total,black,408,536,390,508,35,57,1314.5
173.tif,Total,black,69,412,42,376,52,70,2536.0
173.tif,Total,black,14,557,0,535,33,40,1055.0
173.tif,Total,black,488,430,453,390,67,84,2996.0
173.tif,Total,white,231,447,205,421,64,51,1605.5
364.tif,Total,white,420,103,371,41,104,125,9507.5
364.tif,Total,white,227,221,180,183,88,74,4932.0
364.tif,Total,black,194,121,147,84,93,74,4585.5
364.tif,Total,black,273,173,236,138,77,64,2583.5
364.tif,Total,black,543,108,490,0,85,158,5287.5
364.tif,Total,black,148,544,121,516,56,58,2164.5
